GenreID,Genres
757,"Drama,Music,Mystery"
758,"Action,Crime,Thriller"
759,Romance
760,"Adventure,Drama,Horror,Thriller"
761,Drama
762,"Comedy,Romance"
763,"Action,Fantasy,Thriller"
764,"Documentary,Music"
765,"Crime,Drama"
766,"Comedy,Crime,Drama"
767,"Comedy,Drama,Romance"
768,"Biography,Drama"
769,"Comedy,Fantasy,Horror,Thriller"
770,"Action,Comedy,Horror,Sci-Fi,Thriller"
771,Horror
772,"Animation,Action,Adventure,Comedy,Family,Sci-Fi"
773,"Biography,Drama"
774,"Action,Adventure,Sci-Fi"
775,"Drama,Thriller"
776,"Horror,Mystery,Thriller"
777,Documentary
778,"Comedy,Family,Romance"
779,"Drama,Fantasy,Horror,Thriller"
780,"Horror,Mystery,Thriller"
781,Comedy
782,"Drama,Sport"
783,"Drama,Romance"
784,"Comedy,Family,Sport"
785,"Documentary,Biography,Music"
786,"Drama,Romance"
787,"Drama,Romance"
788,Comedy
789,Comedy
790,"Documentary,Comedy,Romance"
791,"Comedy,Drama,Musical"
792,"Adventure,Comedy,Drama,Fantasy,Romance"
793,"Documentary,Biography,Family,News"
794,"Horror,Thriller"
795,"Action,Adventure,Fantasy,Horror,Sci-Fi,Thriller"
796,"Documentary,Biography,Sport"
797,"Comedy,Romance"
798,"Adventure,Comedy,Drama,Family,Romance,Sport"
799,"Action,Drama,Western"
800,"Action,Comedy,Drama,Musical,Romance,Thriller"
801,Documentary
802,"Drama,Romance,Sci-Fi"
803,"Adventure,Drama,History"
804,"Drama,Mystery,Thriller"
805,Drama
806,"Crime,Drama"
807,"Action,Adventure,Sci-Fi"
808,"Comedy,Drama,Fantasy"
809,Comedy
810,"Drama,Romance"
811,"Action,Crime,Drama"
812,"Documentary,Music"
813,"Comedy,Drama"
814,"Drama,Romance"
815,"Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi"
816,"Documentary,Music"
817,"Comedy,Family,Romance"
818,"Action,Drama,Sci-Fi"
819,Comedy
820,"Documentary,Romance"
821,"Comedy,Romance"
822,"Biography,Crime,Drama"
823,"Animation,Action,Adventure,Family,Fantasy"
824,"Crime,Thriller"
825,"Action,Adventure,Crime,Mystery,Romance,Thriller"
826,"Action,Adventure,Drama,Fantasy,Mystery,Sci-Fi"
827,Drama
828,"Comedy,Drama"
829,Documentary
830,Drama
831,"Action,Adventure,Drama"
832,"Comedy,Drama,Family,Romance"
833,Comedy
834,Documentary
835,"Drama,Mystery,Thriller"
836,"Action,Adventure,Family,Fantasy,Sci-Fi,Thriller"
837,Documentary
838,"Comedy,Drama,Romance"
839,"Comedy,Drama"
840,"Comedy,Music,Romance"
841,"Animation,Action,Drama,Mystery,Sci-Fi,Thriller"
842,Comedy
843,"Comedy,Drama,Music,Romance"
844,"Drama,Romance,Sci-Fi,Thriller"
845,"Comedy,Crime,Drama,History"
846,"Comedy,Romance"
847,"Drama,Fantasy,Horror,Thriller"
848,"Horror,Thriller"
849,"Biography,Drama,History,Romance"
850,"Comedy,Drama"
851,Comedy
852,"Drama,Romance"
853,"Documentary,Sport"
854,"Drama,History,War"
855,Drama
856,Drama
857,Documentary
858,"Drama,Music,Romance"
859,"Action,Comedy,Crime,Drama"
860,Comedy
861,"Animation,Adventure,Comedy,Drama,Family,Musical"
862,Comedy
863,Documentary
864,"Action,Comedy"
865,"Crime,Drama,Romance"
866,Documentary
867,Thriller
868,Comedy
869,Documentary
870,"Documentary,Short"
871,"Comedy,Drama"
872,"Documentary,Biography"
873,"Comedy,Crime,Romance,Thriller"
874,"Drama,Romance"
875,"Animation,Action,Adventure,Fantasy,Horror"
876,"Action,Crime,Drama,Thriller"
877,"Action,History,Thriller"
878,"Comedy,Drama"
879,"Action,Thriller"
880,"Adventure,Family,Sci-Fi"
